Review,Rating
시장통 분위기에 한결같이 불친절하고 가격도 계속 오르지만 이러니저러니해도 대체불가능한 맛이라 꾸준히 찾게 되는 곳,4.0
"진짜 다 맛있고 김치도 너무너무 맛있고
밥 면 추가 무료로 가능해서 너무 좋은데
웨이팅이 있다보니깐 상을 너무 빨리 치우려고 하세요. 밥을 다 먹긴했었지만 짐정리하고있는데 묻지도 않고 다 치워버리시더라구요…..
더보기",5.0
"최애 생각나 이끌리듯 오는곳였는데@@
갈수록 가격은 물가상승이라 하지만 내용물 실종 호박한조각 부추 찾아 삼만리 목이버섯 쪼가리ㅠㅠ추가로 원했지만 다먹을때까진 추가안옴/복불복;;;이래서야 명동찾는 외국인에게도 부끄럽다능~그저 손님 구겨받기 젤큰목적 실망스럽네요
더보기",4.0
김치에 마늘맛이 한국인도 감당 불가,5.0
"칼국수는 고기 고명이 많이 들어가있고
양파절임으로 구수한 맛이예요
콩국수 면은 초록색이고 콩국이 진했어요
만두피도 얇고 맛있어요
단점이 있다면 사람이 너무 많아서 자리가 협소해요
그치만 칼국수 맛은 계속 생각나는 맛이예요
옆자리 앉은 외국인 분이 칼국수 다 비우고 바닥보이는 국물 끝까지 숟가락으로 긁고 계셨어요
더보기",2.0
"24년 5월 5일 저녁 식사

칼국수 국물에서 자꾸 짜장면 맛이 난다..
이상하다 내가 알던 칼국수가 아니다 ㅎㅎ
그래도 맛은 좋았다

비빔국수도 맛있다
간이 쎈데도 짠 느낌이 적다

가장 인상적인 만두
소룡포 스타일의 고기만두
아주 맛있다
만두피도 얇고 최고였어

칼국수와 비빔국수 양이 적어
단품만 먹으면 허기질 듯 ㅎㅎ

마늘이 아주 많이 들어가 거북할 수도..

아참
만두 제외 1인 1면 머야.
더보기",3.0
갈 때마다 불친절하고 쓸데없이 자극적인데 종종 강렬하게 생각나는 맛…,4.0
접시에 이물질 묻은거 빼고 너무 맛있게 잘먹었어요가게는 조금 바뻐서 북적북적 느낌,4.0
"자리 많은데 꾸여꾸역 합석 시키길래 다른 자리 달라니까 대놓고 꿍시렁거리면서 합석시키고, 비빔냉면에서 ‘비닐’ 나와서 말씀드리니까 들아가지도 않은 재료 버섯이라고 핑계대더니 죄송하다는 사과 하나 없이 바꿔준다고 가져가심 너무 불친절해서 먹는내내 체할뻔
더보기",3.0
"2024.04.21
예전보다 맛있진 않네요… 점점 중화풍.",4.0
어떻게든 손님 받으려고 무조건 합석. 비빔은 짜고 김치는 다진마늘 듬뿍. 그냥 만두만 포장해가세요.,1.0
맛은 좋지만 사리추가 주문까지 묵살하면서 자리 비우고 내보낼 궁리만 하는 종업원들의 불친절에 학을 뗀다. 그래도 아주 끊을수는 없는 애증의 가게.,4.0
"⚠️ 당신이 생각하는 칼국수와 거리가 있음
한국인보다 외국인이 많고 자리가 붙어있어서 일반적인 식당보다는 그냥 밥만 먹는 곳의 느낌이 강함
칼국수랑 김치에 마늘이 왕창 들어가는 듯
Asian 마늘향 루머의 근원지 같은 곳
다만 만두는 맛있어요 👍🏼
더보기",1.0
명동에 가면 항상 들르는 명동교자,2.0
"겁나 불친절하고 도떼기시장마냥 다닥다닥 붙어있어서 가기싫은데 시간 지나면 마늘향이 생각나서 주기적으로 먹으러 가는 내가 실....타..... 
만약 가게 되면 만두 꼭 시키세요. 칼국수도 칼국수인데 만두가 진짜 맛있음",2.0
"맛은있는데 자리거 너무 다닥다닥 붙어있어서ㅜㅜ 답답하고 좀 불쾌했어요
차라리 좀 한산한 분점이 있으면 거기로 가는게 나을듯..
만두는 육즙 있어서 넘 맛있었어요!
비빔국수보단 칼국수 추천
더보기",5.0
"모르는 사람이 없는 칼국수계의 아이돌.
자칫하면 평범하기 쉬운 음식인 칼국수에, 고유의 아이덴티티를 한껏 담아낸 것이 인상적이었다.
밥/면을 무료로 추가가 가능한 것에서 또 한번 감동.
-
칼국수, $, 4.0
더보기",3.0
"매장이 너무 바쁘지만,, 칼국수가 참 맛있다!!",4.0
언제 먹어도 맛있음. 변하지 않는 맛집b,4.0
역시 면발 부드럽고 추가 사리주문 만족,5.0
"위생은 모르겠고 불친절함
맛은 그럭저럭 괜찮음",4.0
마늘김치가 또 생각나는..,4.0
칼국수 만두 비빔국수 콩국수,4.0
클래식,5.0
I'm inlove with noodles haha. Whenever I go back to Korea I always make sure to dine at the restaurant. 😊,5.0
"위생, 지나친 마늘향, 김치맛",5.0
"매년 가는데 작년까지 실망했다가 올해 다시 퀼리티 좋아졌다. 
만두는 항상 비슷한데 칼국수 국물 전문기가 싹 빠져서 예전에 비해 훨씬 맑은 느낌에, 콩국수는 처음인데 여기 *콩국수 맛집*이었다..면 완전 쫄깃탱글하고 콩물 완전 걸쭉하고 고소함..✨
더보기",5.0
"언제 먹어도 맛있네요.
옛날에 껌도 하나 주던거 같은데 요즘은 안보이네요??",1.0
"비싸고 맛도 동네 칼국수 수준
닭장마냥 테이블 쑤셔박고
좀 먹었다 싶으면 다짜고짜 그릇치움
여길 왜감??
더보기",5.0
"매번 불친절해도 그냥 먹으러 갔는데 이번에는 갔을때는 불친절하고 손님 더 받겠다고 그 작은 테이블을 반으로 나눠서 다른 사람하고 마주 보고 먹었네요,,, 내돈내고 쫓기듯 먹었어요 이제 안갈것 같아요",1.0
비위생 불친절,1.0
"초심을 완전히 잃었음
면은 내가 끓여고 더 잘 끓일수 았다할 정도로 형편 없음 do not go here",1.0
맛은 있는데 큰 바퀴벌레가 더듬이와 등껍질을 반짝이며 벽타고 기어가는 걸 목격한 뒤로 도저히 못 가겠습니다.,1.0
"맛있어요 충분히 맛있는데 엄청난 기대는 하지마세요.
칼국수 육수도 맛있고 불향이 나서 중국음식이 연상되요.
만두도 맛있구요.
근데 미슐랭 빕구르망에 선정되고 웨이팅이 많아서 큰 기대를 품고 갈 식당까지는 아닌 것 같습니다.
더보기",2.0
"오랜만에 갔는데 여전히 맛나네요
외국인들도 엄청 많고
바뻐서 그런지 친절함은 기대하지 않지만 너무 정신없네요",1.0
유명해서 한 번 가봤어요 그런데 칼국수 면이 너무 흐물했어요 ㅎㅠ 만두는 괜찮았어요 🥟 운 좋게 웨이팅 한팀하고 들어갔는데 길게 웨이팅해서 먹을 맛까지는 잘 모르겠네요,3.0
"🍽 칼국수 3개 + 만두 2개
👥️ 3인

✔️ 만두는 피가 얇고 부드러워서 좋았다. 만두 속도 육즙 많고 푸짐해서 맛있었음. 다만 칼국수랑 같이 먹어서 그런지 조금 물린다고 해야 하나. 한 판에 열 개를 다 못 먹었음. 만두를 좋아하는 것에 비해선 적게 먹은 편.
✔️ 칼국수엔 얇은 만두가 서너 개 들어가 있음. 면이 쫄깃한 편이 아니라 부드럽고 잘 끊기는 편. 같이 간 친구는 생각했던 칼국수 면 느낌이 아니라 실망했다 했음. 개인적으로 잘 끊기는 면도 좋아해서 나쁘진 않았음. 국물은 조금 단 고기 육수 느낌이지만 느끼하진 않음.
✔️ 전체적으로 조금 물리는 맛. 가격도 저렴한 편은 아니라 다시 가진 않을 듯함.
더보기",4.0
옛날엔 진짜 맛있게 먹었었는데 오랜만에 가니 칼국수는 너무 식어있고 묘하게 불친절해진…ㅜ,2.0
바쁜건 알지만 너무 불친절해요,3.0
"오래전 적당한 규모에서 했을때가 맛집이지
지금 공장처럼 정성은 1도없이 찍어내듯 비위생적이고 친절 따위없음",5.0
"웨이팅 있어도 회전율 빨라서 금방 들어감
국물 육수가 진하고 맛있음
근데 육수, 김치 모두 짜서 물을 계속 마셔야함
밥 무료 리필 가능
사람이 많아 2인 시 다른 사람들이랑 합석할 수도 있음
더보기",5.0
"이층 할아버지님 역정이 심하시고
물에서 수도물 냄새가 심합니다",4.0
"언제나 사람 많은 곳
맛도 맛있고 또 방문각",1.0
중독성 있는 김치와 밥 한술 서비스도 여전했지만 칼국수 맛은 내가 기억하고 있는 맛과 너무 달라서 이곳을 다시 찾을 일은 없을 듯.,4.0
맛은 괜찮음. 근데 사람이 너무 많고 오후 2시에도 웨이팅이 굉장히 길고 좁아서 불편합니다. 다만 회전율이 빨라서 생각보다 오래 기다리지 않고 먹을 수 있어요.,5.0
"혀를 내두르게 하는 이 집의 장삿속...
이태원점은 아직인 것 같지만, 명동 본점은 마침내 한 사람이 앉아도 전혀 크지 않은 자리를 나즈막한 가림막을 세우고 1인석 2개로 만들었다.
게다가 가격은 계속 오르는데, 양은 조금씩 지속적으로 줄고 있다. 아마도 이 집 사장은 한 사람이 와서 만두와 칼국수를 같이 시켜 먹는 걸 꼭 봐야겠다고 결심한 것 같다.
불가능해 보이지 않는다. 칼국수 양을 조금 더 줄이면 후식칼국수가 되고도 남을테니 말이다.

#좀편하게먹게해주면큰일나니
더보기",3.0
"식당에서 밥안파는집!
직원들은 뭐가 그리 화들이 났는지;;

칼국수 2인분시켰고 사리 하나추가 
밥2개 시켰고 같이가신분이 밥이 적어 
밥좀 더 달라니까 서비스는 1회만 주는거라해서
돈을 드릴테니 하나만 더주세요 하니~~
안판답니다~ 식당에서 밥안파다는집은
대한민국에 이집 밖에 없을꺼에요;;
역시 본점은 클라스가 틀리네요;;
더보기",5.0
김치가 특히 맛있었는데 다른 메인메뉴들은 그냥그랬어용 특별한 맛은 없었어요,1.0
"맛있다!!🥹회전율이 빨라서 금방 들감
김치가 리얼 존맛탱구리임
면이랑 밥이 리필 되는것도 굿",1.0
".줄이 길어도 빠르게 앉을 수 있고 음식이 바로 나온다
.만두가 제일 괜찮았다
-칼국수는 진한 기름진 육수에 묵직한 맛
.면은 부드러운 식감 
-칼국수, 만두, 김치 포함해서 마늘향이 전체적으로 강렬하다
더보기",4.0
"꼭 생각나고 맛은 있어서 가긴 간다만

거 외국인들도 돈내고 먹으러 온건데

친절하게좀 해줬음 좋것수
더보기",4.0
"엄청나게 맛있다 까지는 아니지만 한번 가보기 좋음

분위기가 재밌다..
들어가면 인원수에 따라 대기하는 곳이 다르다. 문앞에 있는 직원분께 몇명이라 말하면 어디에 줄서야되는지 알려주심. 줄은 엄청 길어도 5분이면 다 빠짐(미친회전율)
혼자가면 1인석이나 혼자온사람끼리 합석시키심 근데 다 그런 분위기라 합석해도 불편하지는 않음ㅋㅋ
앉자마자 주문을 받고 바로 카드가져가셔서 결제, 바로 음식이 나온다 이게 총 3분이 안 걸림ㅋㅋㅋ
굉장히 분업화 되어있고 이모님들이 무전기로 여기 따따(?)두개 따따 두개 이러시는게 재밌음

칼국수는 면이 부드럽고 고기육수맛이 진하고 불향이 난다 막 새로운 맛은 아니지만 기본 이상은 함
다만 양이 적어 밥or사리추가는 필수일듯(무료)
마늘김치는 마늘맛이 너무 강해서 내 취향은 아녔음

외국인도 많고 북적북적거리고 음식 빨리나오고 명동에서 칼국수 만천원이면 나름 괜찮은거같고.. 한번쯤 관광개념으로 가보기 좋은듯
더보기",2.0
종종 생각날때마다 먹으러 가는 곳,1.0
"칼국수 2개 주문.
오랜 기다림(대략2시간)끝에 먹어서 인지 엄청 맛있게 먹었어요..
볶은야채와 고기에 불맛이 있었고 국물이 아주 단백했어요.
 면먹고 남은 국물에 밥넣어 후루룩 후루룩 싹비웠답니다^.~
후기 쓰는 지금도 그때의 맛이 생생하네요~  
뇌가 기억하는 맛!!!
더보기",4.0
왜..? 미슐랭 감 다뒤졌네,4.0
"한국인보다 외국인이 더 많은 식당 ㅋㅋㅋㅋ 그래도 면,밥 무한리필이라 계속 리필시켜서 먹음",1.0
"후기가 반반이라 약간의 기대를 하고 갔는데
나름 괜찮아요 추웠던 날 생각보다 웨이팅 오래하지않아서 그런지 더 맛있게 느껴졌네요
다 먹고나선 물이 많이 땡기긴했지만.. ㅋㅋㅋ
나중에 알았는데  1인1국수하면 사리와 밥이 무료라는 표시가 없어서 밥을 같이 못 먹어봐서 아쉽네요
더보기",5.0
그냥 저냥 어쩌다 가면 먹을만함,3.0
진짜 괜찮은 집 .,3.0
맛있어서 명동 근처 가면 가고싶은 곳,3.0
맛있다,5.0
"직원들이 분노조절장애가 있음
지들끼리 싸우던가 손님한테 화내고
단체로 병원좀 가보길",5.0
칼국수 만두 칼국수 만두는 맛있어요!!,5.0
"찐맛집입니다!!
주기적으로 먹어줘야해요!!",1.0
진짜 맛있어요 그렁데 사람 너무 많아서 북적이고 정신없긴해요,5.0
맛있긴 함 근데 점심시간에 사람 많아서 바쁜건 알겠는데 응대가 불친절,5.0
서비스 최악. 3층 안내하는 분 자리 좁아서 의자 하나 달라니까 아니라고 하면서 4인석에 5인 꾸겨 앉으라함. 의자 하나 주는게 힘든지? 서비스 교육 제대로 하길.,4.0
맛있음 근데 먹고 있는데 계속 내쫓으려고함,2.0
유산슬이 칼국수가 되면 이런맛일듯,4.0
"일요일 점심에 저희 남매가 아버지 모시고 갔어요. 
아버지는 말기항암중이신데 세 숟가락 정도 밖에 못드시니 너무 마르고 병색이 짙으셔서 저희는 어떻게든 입에 맞고 좋아하시는거 한입이라도 더 드시게 하려 찾아 다닙니다. 추운 겨울 추억의 명동거리, 좋아하시던 명동교자 드시고 싶어하셔서 한걸음씩 부축해 갔지요. 
별관인지 본관인지 정확히는 모르겠는데 '3인이상은 뒷편으로 돌아가 줄서라‘ 안내문이 있더군요. 저희는 배려를 요구하지도 않았었는데 밖에서 줄 관리하시던 남성분께서 저희 뒤 외국인 여럿을 먼저 윗층 올려보내시고는 저희는 1층 출구로 들여보내 (홀매니저이신지 연배있는 여성분께 그렇게 하면 안된다고 수차례 타박 들으시면서도 ""어르신 몸이 안좋으신데.."" 라고 답하시더군요. 물론 홀관리하시는 분도 저희를 우선배려 해주셨어요) 바로 좌석에 앉게 해주셨어요.
제가 당시에는 환자만 신경 쓰느라 그 친절함에 제대로 감사를 표하지 못해 뒤늦게 씁니다. 
맛은 사실 예전 맛이 아니라 중국고기볶음국수 같이 변해 좀 별로에요. 하지만 저희 아버지는 추억을 반 그릇이나 드셨습니다. 잘되는 집은 맛 뿐 아니라 일하시는 분들의 배려 하나하나가 고객 감동 요소가 맞더군요. 꼭 별 다섯 후기 쓰고 싶었어요. 맛집 후기를 이리 구구절절 쓰게 될줄은 저도 몰랐네요^^; 복받으세요~
더보기",5.0
맛있지만 너무 푸대접 자꾸 다먹었냐고 물어보시고 치워준다고 하시네요.,5.0
칼국수 맛있음 고기맛,5.0
말도 많고 탈도 많지만 여전히 맛집은 맛집,5.0
하도유명해서 줄서서 한번먹어봤네요 맛있었어요.근데 정신없긴하네요. 주방옆이라 자꾸 다먹었냐 치울까요? 물어서 부담스럽네요ㅋ 김치 리필해주는건 좋았고요 근데 마늘맛이 강하고 알싸해요 암튼 맛있긴한데 재방문은 글쎄요,5.0
갈때마다 사람이 많긴한데 너무 맛있어요~,4.0
"마늘김치  제입맛엔 너무쎄더라구여 
사람많아복잡하고 간격은 너무좁고 시끄럽고 
칼국수자체는 맛있어요 근데 재방문은 ㅠ 
사람없을때라면 뭐 ~
더보기",5.0
명성 만큼 그 수준을 계속 잘 유지 하고 있는듯 하다.,5.0
"역시 본점이네요
일년에 한두번은 명동교자 짠 칼국수와
알싸한 김치를
먹어줘야죠
만두가 맛있어졌네요
더보기",4.0
근본!,3.0
"라스트 오더 때 쯤 가서 많이 기다리지 않고 바로 앉을 수 있었음
칼국수치곤 비싼 가격이었지만 맛있음",5.0
"사람들 많고 정신없지만
맛있음! 늘 웨이팅이지만 10분정도면 입장하는듯
음식 엄청빨리나와서 좋음!",5.0
"사람들이 줄서는 이유가 있져… 

20년 이상 온 최고의 맛집 ❤️",5.0
칼국수가 유병한 집. 늘 한결같은 맛을 유지하고 있음. 겉절이도 맛있음. 테이블 수가 식당 공간에 비해 너무 많아 비좁음.,5.0
"명동성당왔다가 걸어서 5~6분?  
사람이 많고 정신없긴해요 그런데 먹고 또 포장해가고픈 만두의 맛 그것땜에 갑니다 진한육수의 기름진맛이예요",4.0
"여기첨먹었을때 진짜맛있어서 집근처 ㅇㅇ교자 잘못들어갔다가 실망함 인테리어 칼국수 너무 비슷한데 맛이 확실히 다름 
명동교자가 맛집",5.0
"오랜만에 방문해도 여전히 같은 맛ㅎㅎ 
명동 가면 가장 먼저 생각나는 맛집",3.0
줄서면서 먹을정도여서 기대했는데 보통입니다,5.0
특별한 맛은 아니지만 명동가면 한번쯤 먹어볼만한 명동교자👍 대기줄은 항상 길지만 금방 빠져요.,5.0
맛있드라,3.0
"얇은 두께의 만두피가 만두소와 적절히 섞여서, 평소 만두를 좋아하는 사람 입장에서는 만족스러운 식감이었습니다. 칼국수 국물은 짜장면이 생각나는 독특한 향이었습니다.",4.0
"어머니 손잡고 가기 시작해 어느덧 40년째 단골이다.  옛날부터 사람은 많았어서 크게 기다리는 건 문제 없다. 다만 불친절해도 이렇게 불친절할수 있나 싶을 정도임.  장애인에 대한 배려 전혀 없다.  기대말길.  다른 유명 업소들 다 가봤지만 너무 실망적임.  정말 맛하나 때문에 앞으로도 계속 방문할 것임.  참고로 이태원점도 있다.
더보기",5.0
"40년 전 270원
닭육수가 소고기 육수로 바꿨다.
임신한 집시람이 유일하게 입덧없이 먹을 수 있는 집.
마늘향 강한 김치가 좋다
더보기",5.0
"마주치는 모든 직원들이 다 친절했고, 손님이 많은데도 시스템이 잘 되어있어 잘 먹고 갔습니다. 수저 물컵 정리도 잘 되어있고 깔끔하다 느꼈습니다. 잘 되는 곳은 이유가있네요👏🏻",5.0
"명동 가면 꼭 먹어야 함
하지만 가격이 점점 흉함 
분식으로 되어있는데....
광장시장처럼 반성한번 해야함 
적정가격 8000원
더보기",5.0
"예전엔짜다고생각했는데
안짜고
은근 비빔맛있었다
마늘김치가강렬
또먹어두조아
꽤괜
만두 안먹어두될듯
ㅡㅡㅡㅡㅡ22.02.07
더보기",1.0
"칼국수는 다른 칼국수들과 다르게 명동교자만의 특색이 있고 정말 맛있음! 김치도 마늘맛 풍부하고 매콤하니 칼국수랑 조합 최상! 

하지만 항상 웨이팅이 있고,,가게가 좁아서 다닥다닥 붙은 테이블들에 항상 모르는 사람들과 같은 테이블에 앉아서 먹어야함… 내향형 인간은 그럴때마다 먹다가 체할 것같아요… ㅠㅠㅠㅠㅠㅠㅠ 그래서 맛은 있지만 자주 오기가 부담스러운 곳
더보기",1.0
웨이팅이 좀 있긴 하지만 줄서서 먹을만 하다,4.0
주인이 바뀌고 나서 예전 맛이 없어졌어요. 중화풍 기름기 많은 국물과 볶은 양파.....맛이 달라진 김치 그리고 공장표 만두까지 예전맛을 생각하고 가시면 많이많이 실망합니다. 그냥 달라진 맛을 그 맛이려니 생각하고 가시면 그런데로 먹을만합니다.,3.0
맛있는데 뭔가 해가 지날 수록 육수가 묽어짐….. 예전엔 걸쭉했는데… 점점 묽어지네여,5.0
"고기국물맛의 진한칼국수에
매콤한 마늘김치 한점 
소문만큼 맛있다 다만 손님이 많아 
칼국수를 미리 끓였다가 주는경우엔 면이 과하게 
뿔어서 나올때도있음
더보기",3.0
정말 맛있게 먹었습니다,4.0
"★★★★★ 
지인에게 추천하고 싶은, 반드시 가야 할 맛집

★★★★☆ 
맛있는, 다시 먹으러 가고 싶은 맛집

★★★☆☆ 
어디서나 먹을 수 있는, 평범한 맛집

★★☆☆☆ 
그럭저럭 괜찮았으나, 다시 가고 싶지 않은 집

★☆☆☆☆ 
😰

-----------------------------------
더보기",4.0
진짜너무맛있음 ㅜㅜ 최고,4.0
맛있는 평범한 만두지만 마늘향 강한 김치가 너무 맛있었습니다,5.0
"한 번 들려볼만합니다.
마늘향에 포인트가 있는 요리였어요!",4.0
"만두피가 두꺼워졌어요 요리사가 바뀐걸까요? 
옛날부터 다녀서 생각나서 오는곳인데 올때마다 가격은 오르고 맛도 서비스도 예전같지 않네요",4.0
면은 옛날 그대로인데 김치가 너무 변했네요 ㅠ,4.0
"자리도 많지만 그만큼 사람도 많음 근데 회전율이 빠른건지 직원분들이 바로바로 치워주셔서 바로바로 착석할 수 있어요 음식도 빨리 나오고 친절하셔서 좋았습니다 
사람 많이 모이는 시간대는 어쩔 수 없이 웨이팅이 있어요",2.0
"+ 추천: 걸쭉하고 묵직한 고기 국물
- 비추천: 약간 퍼진 면과 마늘향이 과한 김치(장점일 수도?)

[메뉴: 명동칼국수]
더보기",4.0
가격 올랐고 김치는 마늘 맛이 심하게 나서 매운데 싱거움 고기 부스러기 조금과 끈적한 국물 .. 그냥 그 이상도 이하도 아님 만두도 걍 그래,5.0
"오랜만에갔더니 여러가지 변화가 있었네요~
여긴 직원분들이 많은데 왜케 불러도 한번에 안오시지..ㅎ
서비스도 안좋아진거같고..",4.0
"음식 빨리 나와요
맛있어요
원체 복잡한거 말고는 괜찮아요",1.0
웨이팅 금방 빠지고 좁은테이블에서 복작복작 먹는데 이 맛은 계속생각나는 맛이네요 우리동네에도 생겼으면 ㅠㅠㅠ 맛집이라 친절은 그려러니 합니다,3.0
불맛나는 진국물에 알싸한마늘김치와 씹지않아도 넘어갈듯한 부들부들 탱실한 면발 남은국물에 사리추가와 밥추가는 국룰 명동교자는 국수계 명불허전 유아독존일 수 밖에 ㅋ,5.0
맛있어요!,5.0
지금도 1년에 2~3번은 가서 먹긴하는데 뭔가 옛날의 그 풍부하고 푸짐한 느낌은 안 남 왜 그런진 모르겠음 그래도 대체불가능한 명동교자만의 맛이 있으니까....,5.0
사람들이 많아서 정신 없다 느껴지나 한번쯤은 먹어볼 맛이네요 불에 볶은 양파 향이 강해서 고기육수인 백짬뽕처럼 느껴지는 칼국수였습니다,5.0
적절함.. 한끼 먹기에,4.0
2층아줌마 되게 틱틱거림. 밥 새모이만큼 담은거 1인 1공기만 제공이고 식후에 주던 껌쪼가리도 이제안줌. 종업원들이 불러도 못들은척 하는곳,4.0
맛은 예전 같지 않고 불친절하고 혼잡한 곳,5.0
칼국수 마늘김치 만두 최고에요,2.0
"맛이 없는 건 아니지만 ‘왜 맛집이지?’ 싶은 집이다.
역시 입맛은 다양하다.",4.0
명불허전,5.0
"늘 겨울이 되면 생각나는 명동교자~ 
명동교자 칼국수는 진짜 진리입니다 ㅎㅎ
만두도, 칼국수도 넘넘 맛있어요~",5.0
"처음으로 후기 남겨요. 맛은 괜찮은데 서비스 뭔가요? 깡패인가요? 본점 3층 안경끼신 아줌마 너무 외국인 손님들한테도 불친절하고 무례해서 한국인으로써 너무 창피했어요. 반말은 기본이고 외국인 손님들 옷 가방 막 치우라고 하는거 보고 제가 대신 미안할 정도였어요. 수치심 서비스로 잘 받고 갑니다. 여기 가시는 분들 명줄 늘거 같아요. 서비스로 이유 없이 욕먹어서^^
더보기",5.0
맛있는데 실내가 좀 추워서 칼국수가 금방 식어요,5.0
맛있어요 추천합니다,1.0
"무난한 칼국수와 무난한 만두
그리고 마늘듬뿍김치 🧄",4.0
분식점 수준에 맛도 서비스도 엉망인데 왜 유명하지? 분식점 치곤 가격이 넘 세네.,5.0
여기서 먹고 장염 걸려서 열나고 일주일 고생함,3.0
"밥도 1번만 줌 밥공기도 너무 작음
껌도 안줌
가격은 오르고 직원들 불친절",1.0
"20년 넘게 다니던 곳
초심을 조금씩 잃어가는 것같아요

너무 아쉽습니다
더보기",1.0
줄설때 사람들한테 윽박지르고 김치 리필좀 요구하면 토딱지 만큼 줘서 한 6번째 리필해야하는데 가르치듯 바닥비우고 얘기하라고 등등.. 정말 최악이지만 맛도 맛이고 어렸을때부터 가족들과 오던 추억이라 가긴갑니다..,1.0
줄서서 먹긴 했는데 별로네요. 가격도 비싸고..,2.0
"맛은 한번씩 문득문득 생각이 나네요.
자주 가지 못하지만 한번 가면 꼭 줄서서 어렵게 먹지만 맛은 굿👍",1.0
비위생… 맛도 없어짐.,2.0
칼국수 국물에서 고기맛이 많이 나네요. 맛있어요~ 근데 김치가 너무 매워요. 마늘맛이 많이나요ㅜ 그리고 사람이 많고 자리가 다닥다닥 붙어있어서 불편,4.0
이렇게 유명하고 웨이팅할 맛인가..? 그냥 평범 무난,1.0
맛있어요 마늘맛 김치 최공!,4.0
"그냥 평범했어요 
위생이 좀 ;;;",3.0
"50평생 정말 최악의 경험 입니다. 
국수 그릇은 안과 밖 모두 기름이 닦이질 않아서 미끈거리고 젓가락도 마찬가지로 미끈거리고 고춧가루와 음식물이 굳어서 붙어있더군요. 솔직히 맛도 그다지 없습니다. 칼국수는 고기 누린내가 나고 비빔국수는 그다지 별 맛이 없고 만두는 육즙도 없으며 내용물을 씹을 때 까끌거립니다. 그리고 반말하는 손님도 별로지만 반말하는 직원은 더 싫더군요. 존댓말로 요청했는데 왜 반말을 하는지 참... 옆 테이블 커플은 주문이 누락되어서 한참을 기다리던데 사과도 없더군요. 아니 그러면서 직원들은 주문 빨리하라고 왜 재촉을 하면서 돌아다니는지 알 수가 없네요. 두 번 다시 경험하고 싶지 않은 일이었습니다.
더보기",5.0
최악의 맛.. 청결도 최악..  무슨 마늘만 갈아놓은듯한 맛.!!!!,2.0
"비빔국수랑 김치랑 마늘맛 진짜 강하게 나고 칼국수는 원래 알던것보단 고기국수 느낌으로 기름졌음
맛은 있으나 이렇게 웨이팅할정돈가? 싶네요",1.0
"가면 안되는 이유 6가지😊

1. 1인 1메뉴인데 12,000원짜리 만두는 포함 안됨
-> 인당 칼국수 하나는 무조건 시켜야 됨
2. 말도 안되는 칼국수 양
-> 3년 전에 비해 양이 반은 줄은 듯
3. 말도 안되는 고명 퀄리티
-> 김밥천국 떡국도 이거보단 풍성해요^0^
4. 말도 안되는 위생
-> 유명하죠 위생 이슈
5. 변해버린 국물 맛
-> 물타시는건지..? 맛이 변해도 너무 변함
6.말도 안되는 줄
-> 여기도 노맛 창렬이긴 한데 명동 일대가 다 관광객 등쳐먹는 쑤레기 지역이라 그나마 사람 먹을 거 판다는 이유로 줄이 김

오랜만에 신서갈비 먹으러 갔다가 들렀는데 다시는 안가겠다고 다짐하고 갑니다~
더보기",5.0
명성이 엄청나다기에 가봤는데 다신 안갑니다.,3.0
"맛은 정말 최고네요
기다림이 너무 힘들어요",1.0
일요일 4시에 가도 사람이 바글바글했다. 국물이 진한 고기국물로 정말 맛있었지만 면발이 좀 퍼져있어서 취향이 아니었다. 그 유명한 마늘김치가 강렬하고 칼국수랑 잘 어울린다.,1.0
엄청 특별한 건 모르겠고 한 번 정도는 가볼만 합니다,3.0
칼국수,1.0
"수 없이 다니면서 한결 같았다고 하긴 힘들지만 
맛이 떨어진다고 느껴진 적은 없었는데
국물은 가벼워지고 만두피는 두꺼워지고
실망감을 안고도 두번을 더 갔지만 
이제 명동가면 당연히 명동교자였던 생각을 버렸다.
더보기",2.0
"가격이 또 1,000원씩 올랐다. 양도 적어진 것 같고 그래도 사람은 많아 북적거린다
맛은 있지만 무료급식소 같은 느낌이다.
친절하거나 다른 서비스는 기대안하는게 좋을듯,
1인 테이블만한 자리에 모르는 사람하고 얼굴 마주 대하고 후다닥 먹어야 한다.
이제는 일년에 한번만 와야겠다 ㅎㅎ
더보기",5.0
"물에 뭐가 나옴. 말했더니 딴거 가져다준다 하고 바로 가져가서 주지도 않음. 다른 리뷰보니 위생문제가 원래 있었구나... 
위생도 위생이고 사과도 없이 가져가는건 뭔? 

어차피 외국인장사니 한번보고 말거라는 건가.. 
위생+사람무시 심각함
더보기",1.0
n년째 명동오면 배불러도 가서 먹고가는 곳 ㅎㅎ,2.0
생각보다 줄은 엄청나게 금방 빠져요 칼국수가 신기하게도 마장면 혹은 짜장 느낌이 났습니다,1.0
